target,bug,config,trial,tte_seconds,censored
ldk,reachable_unwrap,ir,9,36.562,False
ldk,reachable_unwrap,ir,10,100.8,False
ldk,reachable_unwrap,ir,12,20.118,False
ldk,reachable_unwrap,ir,7,108.411,False
ldk,reachable_unwrap,ir,11,87.798,False
ldk,reachable_unwrap,ir,15,37.744,False
ldk,reachable_unwrap,ir,13,95.781,False
ldk,reachable_unwrap,ir,14,115.598,False
ldk,reachable_unwrap,ir,18,25.368,False
ldk,reachable_unwrap,ir,16,63.849,False
ldk,reachable_unwrap,ir,19,43.509,False
ldk,reachable_unwrap,ir,17,126.841,False
ldk,reachable_unwrap,ir,20,80.64,False
lnd,gossiper_deadlock,ir,1,0.013,False
lnd,gossiper_deadlock,ir,2,8.487,False
lnd,gossiper_deadlock,ir,3,4.882,False
lnd,gossiper_deadlock,ir,4,0.829,False
lnd,gossiper_deadlock,ir,5,5.711,False
lnd,gossiper_deadlock,ir,6,5.065,False
lnd,gossiper_deadlock,ir,7,1.876,False
lnd,gossiper_deadlock,ir,8,11.305,False
lnd,gossiper_deadlock,ir,9,8.065,False
lnd,gossiper_deadlock,ir,10,0.518,False
lnd,gossiper_deadlock,ir,11,0.014,False
lnd,gossiper_deadlock,ir,12,7.469,False
lnd,gossiper_deadlock,ir,14,0.713,False
lnd,gossiper_deadlock,ir,15,6.568,False
lnd,gossiper_deadlock,ir,16,4.255,False
lnd,gossiper_deadlock,ir,13,5.517,False
lnd,gossiper_deadlock,ir,17,2.195,False
lnd,gossiper_deadlock,ir,18,9.27,False
lnd,gossiper_deadlock,ir,19,9.597,False
lnd,gossiper_deadlock,ir,20,0.414,False
ldk,channel_ready,ir,1,,True
ldk,channel_ready,ir,2,,True
ldk,channel_ready,ir,3,,True
ldk,channel_ready,ir,4,,True
ldk,channel_ready,ir,5,,True
ldk,channel_ready,ir,6,,True
ldk,channel_ready,ir,7,,True
ldk,channel_ready,ir,8,,True
ldk,channel_ready,ir,9,,True
ldk,channel_ready,ir,10,,True
ldk,channel_ready,ir,12,,True
ldk,channel_ready,ir,11,,True
ldk,channel_ready,ir,13,,True
ldk,channel_ready,ir,14,,True
ldk,channel_ready,ir,15,,True
ldk,channel_ready,ir,16,,True
ldk,channel_ready,ir,17,,True
ldk,channel_ready,ir,18,,True
ldk,channel_ready,ir,19,,True
ldk,channel_ready,ir,20,,True
lnd,zero_timestamp,ir,1,269.768,False
lnd,zero_timestamp,ir,3,439.807,False
lnd,zero_timestamp,ir,4,1071.671,False
lnd,zero_timestamp,ir,10,1554.987,False
lnd,zero_timestamp,ir,2,2148.841,False
lnd,zero_timestamp,ir,7,1928.476,False
lnd,zero_timestamp,ir,5,2226.558,False
lnd,zero_timestamp,ir,6,2045.763,False
lnd,zero_timestamp,ir,8,1907.218,False
lnd,zero_timestamp,ir,9,3830.59,False
lnd,zero_timestamp,ir,11,299.442,False
lnd,zero_timestamp,ir,13,496.982,False
lnd,zero_timestamp,ir,14,921.637,False
lnd,zero_timestamp,ir,20,1243.99,False
lnd,zero_timestamp,ir,12,1890.98,False
lnd,zero_timestamp,ir,15,2560.542,False
lnd,zero_timestamp,ir,17,2256.317,False
lnd,zero_timestamp,ir,16,1718.441,False
lnd,zero_timestamp,ir,18,1563.919,False
lnd,zero_timestamp,ir,19,4558.402,False
lnd,cupdate_no_htlc,ir,1,,True
lnd,cupdate_no_htlc,ir,2,,True
lnd,cupdate_no_htlc,ir,3,,True
lnd,cupdate_no_htlc,ir,4,,True
lnd,cupdate_no_htlc,ir,5,,True
lnd,cupdate_no_htlc,ir,6,,True
lnd,cupdate_no_htlc,ir,7,,True
lnd,cupdate_no_htlc,ir,8,,True
lnd,cupdate_no_htlc,ir,9,,True
lnd,cupdate_no_htlc,ir,10,,True
lnd,cupdate_no_htlc,ir,11,,True
lnd,cupdate_no_htlc,ir,12,,True
lnd,cupdate_no_htlc,ir,13,,True
lnd,cupdate_no_htlc,ir,15,,True
lnd,cupdate_no_htlc,ir,14,,True
lnd,cupdate_no_htlc,ir,16,,True
lnd,cupdate_no_htlc,ir,17,,True
lnd,cupdate_no_htlc,ir,18,,True
lnd,cupdate_no_htlc,ir,19,,True
lnd,cupdate_no_htlc,ir,20,,True
lnd,malformed_tlv,ir,1,,True
lnd,malformed_tlv,ir,6,,True
lnd,malformed_tlv,ir,2,,True
lnd,malformed_tlv,ir,5,,True
lnd,malformed_tlv,ir,8,,True
lnd,malformed_tlv,ir,4,,True
lnd,malformed_tlv,ir,3,,True
lnd,malformed_tlv,ir,9,,True
lnd,malformed_tlv,ir,7,,True
lnd,malformed_tlv,ir,10,,True
lnd,malformed_tlv,ir,11,,True
lnd,malformed_tlv,ir,16,,True
lnd,malformed_tlv,ir,15,,True
lnd,malformed_tlv,ir,12,,True
lnd,malformed_tlv,ir,18,,True
lnd,malformed_tlv,ir,14,,True
lnd,malformed_tlv,ir,13,,True
lnd,malformed_tlv,ir,19,,True
lnd,malformed_tlv,ir,17,,True
lnd,malformed_tlv,ir,20,,True
